time_sec,delta_alpha,gamma43_power,alpha_power,beta_power,theta_power,mse_time
2.5,2.6977014433352764,0.0014454032576947497,0.004128163004159034,0.006495252038950244,0.010800272382008213,0.8161243019066922
6.5,5.716964727795925,0.0015770512952517882,0.015319431140681732,0.008883003844081624,0.025255017866473235,0.837729704946395
10.5,1.3372800916411838,0.004121659061263421,0.03854685948845884,0.011967178159264897,0.029190096760134166,0.9552284591996069
14.5,1.4646708124717946,0.00205498828612126,0.014175463309710456,0.00624715006630297,0.012638086021563907,0.7936761441806726
18.5,1.4576109317550234,0.002888749976411107,0.08564435458985818,0.011277094698960873,0.03258330913186821,1.0863405408192608
22.5,9.914876787974023,0.03330059092123377,0.1932737175493027,0.05611549339387317,0.4299264296700831,2.0095290035725712
26.5,9.505759582129576,0.0068697767860496734,0.14088950657667917,0.016114822785549765,1.2798040360013871,2.2204552432900395
30.5,3.148443002992434,0.001569962844007126,0.04780137550399896,0.01021506640143923,0.019031765801115645,0.8332353836126073
34.5,2.859450411602623,0.0018578266425060383,0.013696716080267159,0.009084931568448501,0.012754764694363846,0.8248779754246464
38.5,3.244770504154421,0.002946349373608012,0.014708915570057686,0.006401176952378483,0.020557894340324515,0.8303112281139189
42.5,2.1221744420081827,0.0007036023156384338,0.0032625806152120173,0.006398769354101424,0.011373748483162473,0.6715794122322271
46.5,3.5902424128312784,0.0006878258111836522,0.00746799543732603,0.004416432092370547,0.016520629593957743,0.6805422014861119
50.5,1.944145155323957,0.0005891902807814702,0.009018966727033992,0.008244700869678231,0.011821874738345502,0.6759163407052465
54.5,2.2481731409160273,0.0006058502326042041,0.008661435894139964,0.007731290212937941,0.018808119334581784,0.633337959146723
58.5,1.5712777478536317,0.0007514251922618945,0.00820790121392105,0.005552141354276177,0.008721433077093322,0.5874971150323611
62.5,4.9585306093552575,0.0006790345829391523,0.006637449689656222,0.006599482714034124,0.014365309808834546,0.6067560880199938
66.5,3.5700751448395005,0.0006686956814040645,0.005962496963783464,0.009759012892756354,0.014084519006768648,0.6599514463822077
70.5,1.844380238863966,0.0006033951522200731,0.014305093923796534,0.009475286360993788,0.01321513426538546,0.7401078430215549
74.5,4.840801939972765,0.000386111735332999,0.013169952201728754,0.008568304364634483,0.011217668571257434,0.6829258171792764
78.5,3.7990236850200434,0.0005291336760228639,0.005524537415544188,0.0052140441859153805,0.018509930787613045,0.6402066690655273
82.5,2.7603894106404683,0.000602769242759366,0.014202040169128459,0.010071474731101529,0.013448624341254174,0.6711298232413343
86.5,2.0207149316768067,0.0004849682939904487,0.026113469558133845,0.012168271988702127,0.024152168803126605,0.7099528092886459
90.5,2.5278940780714785,0.0006477275274766695,0.017691122865024778,0.007316676525539102,0.015379197871941053,0.6785771327683807
94.5,2.1432504180587566,0.0005042426804814415,0.025128162144340896,0.005589094548766369,0.016509954733126855,0.7324950227642912
98.5,3.059104174077817,0.00042197887585105915,0.027025552844913744,0.00950670582854435,0.013990783877405742,0.711135630598155
102.5,2.8755857136572303,0.0005202898761474898,0.011417131698108051,0.007593306364199584,0.009922340445482932,0.7046174403995792
106.5,4.804759805134258,0.0005784817058528553,0.008655389318466005,0.007388326476825667,0.009942552902321595,0.649774290943974
110.5,3.296298901271183,0.00041652797918819036,0.012365797745790573,0.005289138432557316,0.006242975040125971,0.6212713089941967
114.5,2.7542613442753274,0.0005119112846945795,0.025551587768240732,0.01120844686945839,0.014566580200716172,0.7015084816004818
118.5,4.630212798503541,0.0007642847997248519,0.005802050053824083,0.005842952557787547,0.0179859463104227,0.6168356513535411
122.5,1.4891622223642123,0.0004299583000864563,0.018148881878038446,0.009021213618292988,0.011874736347137708,0.6168629444073328
126.5,1.1267665431959795,0.000523503211760938,0.021588735444365258,0.009718015328854239,0.008389302067643429,0.6929768392814603
130.5,4.723793958075974,0.0005144547070961054,0.014623830600458469,0.012357176029507375,0.006793541968055139,0.7594818222833899
134.5,2.090328139978117,0.0005137893271717582,0.01668362836850871,0.0036802906112611195,0.010407306168712153,0.6215799916815826
138.5,3.3486706072877377,0.00040114101058043354,0.019964810557499855,0.0067401083206294465,0.008572727642071513,0.6098276417810355
142.5,0.9985726769492203,0.0006437724632105241,0.014277418741086813,0.005959861368293807,0.020139556891104943,0.6532041564491888
146.5,3.638851386157763,0.0011184546492508946,0.008908052166572183,0.00487431251840342,0.006638313094067123,0.6262147224555599
150.5,2.920994601506074,0.00043851671059072397,0.012253191818068465,0.010687933628288087,0.024433788741718185,0.678655992474498
154.5,1.7240417082529984,0.000610795756300958,0.016072599683806924,0.006952066806842871,0.011662316976838134,0.6224465265350656
158.5,6.940550399087552,0.0006918492635420336,0.0222717388202227,0.008303517124888938,0.01277231277121708,0.725149968746272
162.5,2.264355614698181,0.0007046407561836644,0.0151364314360184,0.008096328831576852,0.012041557816009588,0.6595972005697769
166.5,4.2605783645819155,0.0006116390672141988,0.012961002501912811,0.00637409561324695,0.011697781918849615,0.6138347238192594
170.5,4.356558434004768,0.00040040644957206096,0.026340313051409686,0.005855145452785917,0.010394857164036956,0.64024890660036
174.5,3.9866273779064274,0.000563313607777568,0.02061657834971839,0.008248900363232337,0.012456645869737772,0.6844953059244202
178.5,5.242607535201799,0.000539447980251708,0.01855820803322902,0.008038045060025596,0.010227936025167795,0.6534745864766939
182.5,3.0167695219808492,0.0004889950416685839,0.011865855797893688,0.009704843664158712,0.01060950606906199,0.6827656144472127
186.5,4.296669406503194,0.0005408034078991102,0.02554606153076408,0.011815159030722154,0.006570907084538602,0.6981724255469646
190.5,3.924786532876286,0.0003517493305445694,0.02970122595517164,0.008319912906211714,0.014228905234479037,0.6651757892055219
194.5,1.6528793424745205,0.0005494851954485502,0.007391714503356615,0.006375298607444486,0.017666433717382867,0.669671437908257
198.5,8.13775098607276,0.0005110980066064256,0.01432371470497133,0.004554098684046465,0.016746822593285717,0.5984179480060364
202.5,2.4739975087353367,0.00043570967451309474,0.0416312103085725,0.005698628433951537,0.02328047591088582,0.6766792661504648
206.5,2.843684281024432,0.0007927235004049681,0.04098846879344368,0.0075953453324529244,0.02247609049386102,0.7464218610705127
210.5,2.368506981946661,0.00048730035286627486,0.028333719120376348,0.006398937783628334,0.014127139321405077,0.653719987267211
214.5,1.54256306073852,0.0004434128853715468,0.008877692042537568,0.007528759028492738,0.009611184278465294,0.6616890375705231
218.5,4.321441439277837,0.0007186597369227513,0.006473484094553719,0.009668304857321548,0.006685314347395021,0.6465212272590634
222.5,2.2443926516670194,0.00039244328548227955,0.010447744159031826,0.006865883709703874,0.013304282007639598,0.7338061209757598
226.5,4.687281161776234,0.0005178888723933281,0.010570044059687762,0.014112540976353175,0.00976173696870603,0.7483978421994094
230.5,1.782997021982333,0.0005828366319384423,0.012204277832405097,0.00914247733959211,0.012145606169054197,0.7471238915231928
234.5,3.127066105110641,0.0004646221389389166,0.032785509841749425,0.011399067602431536,0.014057186859887815,0.7597720191414804
238.5,2.617728209643664,0.0004314608437896573,0.04367877641244774,0.01022323754619295,0.012312855977599258,0.7453329992932843
242.5,3.7242222149467334,0.0005939958531062589,0.026995969722984684,0.01073742885005737,0.014136557871531771,0.7173321110385633
246.5,3.01113200195842,0.0006723532288672074,0.018838859514946637,0.013880965168084434,0.011019126505467172,0.6775913787429841
250.5,3.3753803000801548,0.00043913552948542355,0.018585787943808392,0.0074428008322451516,0.009057707439713857,0.6501140560761155
254.5,2.439539515108573,0.0005372163138293866,0.017314415429827562,0.00902478437476293,0.007442465323966257,0.7116991371706106
258.5,2.1202943630459252,0.0005751588458706375,0.015796791702928577,0.009921373594556901,0.007198188097734155,0.6921390975642535
262.5,2.353922109713272,0.0006181135954023157,0.014082301220170405,0.008890688508014123,0.011686556802553951,0.6918178782163722
266.5,2.144138993725594,0.0005091301720775593,0.027984390153509103,0.010578067964662772,0.01167417720674259,0.6954410546842127
270.5,4.312947199304274,0.0004504186976146908,0.02459872406764399,0.010228430367501016,0.006575707450537673,0.6105416338253364
274.5,3.568599987242478,0.0007208748397967739,0.015318456633091181,0.00776003222418052,0.006545779703453458,0.7044608849967935
278.5,1.7946700065633405,0.0005417825222516572,0.027226759124906772,0.007387198793318034,0.010827165926977862,0.6835951915822378
282.5,2.485213241887084,0.00038233565217565477,0.016946936892733522,0.005667783741485044,0.012081759629618282,0.7026784928539951
286.5,3.6231084293994136,0.0005114965996537785,0.04332492252987923,0.010081041837872043,0.015325185548564069,0.6959648601184337
290.5,1.4172458573401974,0.0004381108120617061,0.011247754195407156,0.0055935087008300135,0.013102044827495567,0.6467591548678292
294.5,1.391404931291949,0.00038559001870853575,0.012557841997423663,0.009865077913667074,0.011413640018965977,0.727095498989965
298.5,2.3559374007797604,0.0006085175044995015,0.019883224190195524,0.007574231796547895,0.012688720336112168,0.6284041761223116
302.5,2.5011747943704163,0.0007816778702949812,0.009214837793063148,0.006868071956955688,0.00833946863145599,0.6268193590112838
306.5,1.4687529778400275,0.0006294340637556804,0.012829600628193182,0.008514014524021462,0.022189454271776803,0.6529727835844743
310.5,1.507574554449508,0.0005867087769703846,0.007242697701747006,0.010338291766105623,0.01034015568414977,0.6586447407640554
314.5,3.0245136448970413,0.0004750361069401247,0.008531237601746837,0.006033443785676982,0.01879133167552209,0.6311493632983786
318.5,1.7712370772436128,0.0005738415684545679,0.01258870715032126,0.008869105093639437,0.012902543525081347,0.6139301298553286
322.5,3.270545861857824,0.0005290990874855548,0.02359019997606633,0.015790475995245697,0.02707344566174119,0.7562877110759535
326.5,4.491893874293815,0.0005226699188818495,0.01074678488901622,0.012301948570491222,0.01946553775346761,0.6738070206087268
330.5,1.6368081210547225,0.000658160626417876,0.015364235808213248,0.007254228011736348,0.011267177822280797,0.6594060760833372
334.5,1.722960797499744,0.0004784298549284327,0.022523638349128912,0.005608936109588936,0.017357037791414502,0.7610358749615381
338.5,2.789844965886034,0.0003394941676812549,0.01868943468748002,0.00584580625613626,0.014744800254455974,0.7145343706782457
342.5,1.9158546620331545,0.0003388000037804377,0.02097264504103096,0.007824500540289213,0.019222370455752157,0.6674927019130096
346.5,2.9079045841773152,0.0007250923796497832,0.020170259135231815,0.015118000005925685,0.018510888200303527,0.7132681339771992
350.5,2.4733045502883915,0.0008282320535816932,0.03034037596921437,0.015944726796923766,0.008073949547250709,0.8371350537776661
354.5,2.7282777587597358,0.0008044609546230377,0.007803374029651949,0.01606471535024819,0.009471858005156417,0.6946000393894888
358.5,4.633284765731743,0.0005239493278893992,0.018774701415610277,0.010652848390537949,0.008148494601044786,0.7328789713087194
362.5,6.367647471927818,0.0005559764478053758,0.0144282123326043,0.005707994825680116,0.016432949298597937,0.6331050894582863
366.5,2.36076328225753,0.0008090086129962658,0.02049070087175661,0.00577961405413721,0.01541947921909829,0.6608761404937156
370.5,3.177177833380031,0.00044238825401993095,0.015388459189181943,0.006231037190940496,0.02389522686179259,0.6812334399768648
374.5,1.9329645281181225,0.000500315291969362,0.009328890187815115,0.0069652447626514825,0.014723649298132295,0.6719373029099159
378.5,1.2232432414810654,0.0004096805944652136,0.012135703370284752,0.009499025672437104,0.011734539326845261,0.7163399880848698
382.5,1.2431421397517608,0.0005042102770463576,0.01487055372654529,0.007983794924225854,0.010025793946012142,0.6937142919157293
386.5,0.9993932959879339,0.0006082973250797111,0.01883427103579053,0.008769809540497263,0.012059613728261136,0.7548898064384265
390.5,2.2877632010232545,0.000528856138921924,0.014214903658953898,0.014571208340010336,0.010719892897885129,0.8188547845277581
394.5,3.4651731657437557,0.0004496477264139621,0.026637790389039715,0.01329652753913281,0.009575868638110838,0.8243561453894918
398.5,2.060620918109457,0.00038746886469138417,0.029482989824379306,0.011202779135094808,0.012966279852297357,0.7899513834770705
402.5,3.3050348232138496,0.0004333260311017927,0.026595614764426467,0.00634044490680548,0.026536042866947992,0.8074138588735543
406.5,6.7577569967229785,0.0005220945779146699,0.008378401288564354,0.008495667256656913,0.015087022464881857,0.768701974295356
410.5,7.446791330535882,0.0018868352971653994,0.025223073553144276,0.00947582807646462,0.02392123049820555,0.908443327232248
414.5,3.9628926388530017,0.0019206742858675612,0.011242734396086623,0.005933039999949537,0.01352695203182107,0.6573438967943972
418.5,4.272481478062082,0.0014219339898925798,0.008798993683063515,0.008813977117130663,0.00625194917786995,0.8783873736482593
