time_sec,delta_alpha,gamma43_power,alpha_power,beta_power,theta_power,mse_time
2.5,2.51573148050337,0.0001324555175340346,0.0044642224981503355,0.0014906848831252209,0.00141974497701365,0.4458980087775214
6.5,2.507761768503756,0.00013685084538084271,0.006207004248069884,0.001709590319713885,0.003251056018619991,0.28730615535249776
10.5,2.5773538030797916,0.00013584299960394696,0.0181817401384694,0.001975586101710919,0.00228705396097855,0.3769380405961623
14.5,7.85266760278568,9.428072950465749e-05,0.005119808413100377,0.001383385872989556,0.0018916545649668498,0.3245538171607841
18.5,1.3594904225506728,0.00010855551567853605,0.013892397961333706,0.0021213861933521297,0.0011378467860542296,0.36739029868911555
22.5,3.1080970551838987,0.00013041577357218652,0.0014946829527360463,0.0006820253768292516,0.0012196574663969563,0.2800608110123096
26.5,6.057463278867431,0.00022207085934005503,0.008608600629018762,0.0018276747739371293,0.0020071054667541418,0.32380765202256734
30.5,2.542026121924063,0.00015414492096210174,0.016269046647020044,0.0012770571363910825,0.0022477451785178964,0.3621162875209224
34.5,6.5456593889952295,0.0002282187301250519,0.007918540191468027,0.0010284835769374977,0.002298375335252039,0.3590878175390546
38.5,2.6795914929410514,0.0008571579651429903,0.007742046289047426,0.0014820052875934029,0.0013109799255381451,0.4609796909181618
42.5,12.761275706646458,0.0010549708510146363,0.00444111089389036,0.002582773631141436,0.0036098854781637566,0.44396395962684637
46.5,2.281673904700904,0.0010576603651971392,0.010155674893257334,0.002947074092907288,0.002533914512690633,0.45166557928092976
50.5,3.68917002583094,0.0004012100938333538,0.0015670653486196213,0.0005811689274834894,0.0014838031531875706,0.330969515104525
54.5,9.346936025913314,0.03708799744771149,0.42717768101863096,0.1843112319713249,0.8149393870868491,2.8654825622626507
58.5,15.949790663514484,0.04128921303493443,0.3287710090492807,0.1451893141197571,0.7759631494742095,3.889727265135811
62.5,7.220331058462359,0.06599562666935496,0.3548104939263913,0.15776723177322088,0.8762673095880504,4.993685251796853
