time_s,event_id,xray_flux
0.0,0,0.03897206686733716
0.001000100010001,0,0.14384156239089596
0.002000200020002,0,0.5040963683291525
0.003000300030003,0,0.6657630834667221
0.004000400040004,0,0.8327504270511101
0.005000500050005001,0,0.945411665681446
0.006000600060006,0,0.9222486471607558
0.0070007000700070005,0,0.8737696465527058
0.008000800080008,0,0.9043489294788131
0.009000900090009001,0,0.6343360691841271
0.010001000100010001,0,0.5149175854885275
0.011001100110011002,0,0.1701768720944239
0.012001200120012,0,-0.03139793057334013
0.013001300130013,0,-0.3085744727490177
0.014001400140014001,0,-0.7341767390909041
0.015001500150015001,0,-0.7774315501117127
0.016001600160016,0,-1.0486737879343153
0.017001700170017002,0,-0.9310899297897385
0.018001800180018002,0,-0.9264745715717748
0.019001900190019003,0,-0.814056990712875
0.020002000200020003,0,-0.8040216322286888
0.021002100210021003,0,-0.41484893110105464
0.022002200220022004,0,-0.5629947412007172
0.023002300230023004,0,-0.01794923593399632
0.024002400240024,0,0.2444823855454072
0.025002500250025,0,0.5890639763901917
0.026002600260026,0,0.6917114761219442
0.027002700270027002,0,0.7282194986776248
0.028002800280028002,0,0.9849513207771305
0.029002900290029002,0,0.9218932182379171
0.030003000300030003,0,0.9003370136499337
0.031003100310031003,0,0.9290362824509399
0.032003200320032,0,0.6755398202706979
0.033003300330033,0,0.47299500358329666
0.034003400340034004,0,0.19999414234263824
0.035003500350035,0,-0.03872604448368826
0.036003600360036005,0,-0.29876532842675374
0.037003700370037,0,-0.483760325228742
0.038003800380038005,0,-0.9587974034422758
0.039003900390039,0,-0.9341386459102194
0.040004000400040006,0,-1.188215895235474
0.041004100410041,0,-1.033795508218261
0.04200420042004201,0,-0.9279695660835405
0.043004300430043,0,-0.8528607714725408
0.04400440044004401,0,-0.5419988035394192
0.045004500450045004,0,-0.4385068538723441
0.04600460046004601,0,-0.1684960132214611
0.047004700470047005,0,0.19398730145521
0.048004800480048,0,0.500934000060857
0.049004900490049005,0,0.7163478163396919
0.05000500050005,0,0.7625532968223728
0.051005100510051006,0,0.9849273775035665
0.052005200520052,0,1.0122920234152735
0.05300530053005301,0,1.0871387469895923
0.054005400540054004,0,1.0476848119920446
0.05500550055005501,0,0.8563359413188789
0.056005600560056004,0,0.630462663067616
0.05700570057005701,0,0.043821567256317695
0.058005800580058005,0,0.07017109524600862
0.05900590059005901,0,-0.18811318473066463
0.060006000600060005,0,-0.5457278514151318
0.06100610061006101,0,-0.7335219654763367
0.062006200620062006,0,-0.964833027799158
0.063006300630063,0,-0.9777942914420006
0.064006400640064,0,-0.9222142295896635
0.06500650065006501,0,-0.9400343192225293
0.066006600660066,0,-0.6512769655801873
0.067006700670067,0,-0.7373046896147902
0.06800680068006801,0,-0.3401290069564312
0.06900690069006901,0,-0.2361306314435138
0.07000700070007,0,0.17276848546504395
0.071007100710071,0,0.28979333982377964
0.07200720072007201,0,0.6676788013278696
0.07300730073007301,0,0.6239006298959968
0.074007400740074,0,1.0239942742431225
0.075007500750075,0,0.9631139019813713
0.07600760076007601,0,0.883945087294783
0.07700770077007701,0,0.7018551431017878
0.078007800780078,0,0.67380043459332
0.07900790079007901,0,0.4990637002225071
0.08000800080008001,0,0.44916618847349177
0.081008100810081,0,0.1429314310325392
0.082008200820082,0,-0.19777802696193786
0.08300830083008301,0,-0.38040948362913796
0.08400840084008401,0,-0.7272565285474852
0.085008500850085,0,-0.7893504303332598
0.086008600860086,0,-0.8995674861273893
0.08700870087008701,0,-0.9524576334739898
0.08800880088008801,0,-1.029829486076886
0.089008900890089,0,-0.9513436299828951
0.09000900090009001,0,-0.736273219350538
0.09100910091009101,0,-0.5541750227721044
0.09200920092009202,0,-0.27399265537080936
0.093009300930093,0,-0.05199872801752994
0.09400940094009401,0,0.14628336672232234
0.09500950095009501,0,0.5096362546500331
0.096009600960096,0,0.7099425768513258
0.09700970097009701,0,0.8693487098338555
0.09800980098009801,0,0.9735661406352601
0.09900990099009901,0,1.1230277456371454
0.1000100010001,0,1.0701146975243119
0.10101010101010101,0,0.8312640734199556
0.10201020102010201,0,0.6832452125291678
0.10301030103010302,0,0.5418401953891551
0.104010401040104,0,0.24928675601939282
0.10501050105010501,0,-0.04855472572221687
0.10601060106010601,0,-0.2808544695594705
0.10701070107010702,0,-0.31177773045185836
0.10801080108010801,0,-0.5712517376131971
0.10901090109010901,0,-0.9994386546994593
0.11001100110011001,0,-1.0281993570925128
0.11101110111011102,0,-0.9609989609174658
0.11201120112011201,0,-0.8897973808588827
0.11301130113011301,0,-0.7519747934660862
0.11401140114011402,0,-0.5978161458334046
0.115011501150115,0,-0.34173625664275087
0.11601160116011601,0,0.14959648237261308
