2.000000000000000000e+00,2.998970138950897308e+03
3.000000000000000000e+00,2.752004966540034729e+03
4.000000000000000000e+00,1.983620084797285244e+03
5.000000000000000000e+00,3.902033417430440295e+03
6.000000000000000000e+00,3.509770587032701314e+02
7.000000000000000000e+00,3.803889718489872848e+03
8.000000000000000000e+00,1.864898953318741633e+03
9.000000000000000000e+00,1.748731242890306703e+03
1.000000000000000000e+01,4.531677924410115565e+01
1.100000000000000000e+01,8.927824121875999026e+02
1.200000000000000000e+01,4.754230848801897082e+03
1.300000000000000000e+01,1.763146050248196616e+03
1.400000000000000000e+01,4.099166634641188466e+03
1.500000000000000000e+01,1.203114802130073713e+03
1.600000000000000000e+01,4.162094209234814116e+03
1.700000000000000000e+01,5.595597687177555599e+02
1.800000000000000000e+01,2.476016599065887931e+03
1.900000000000000000e+01,8.508205900258042220e+02
2.000000000000000000e+01,4.434140058015134855e+03
2.100000000000000000e+01,3.436940345057709237e+03
2.200000000000000000e+01,3.394628791943615397e+03
2.300000000000000000e+01,3.000294789964753818e+03
2.400000000000000000e+01,4.833547359174245685e+03
2.500000000000000000e+01,9.831686839474723456e+02
2.600000000000000000e+01,3.806938099659656700e+02
2.700000000000000000e+01,4.636238435806415509e+03
2.800000000000000000e+01,3.993772908386287781e+03
2.900000000000000000e+01,6.362537870964707736e+02
3.000000000000000000e+01,2.858458902199067779e+02
3.100000000000000000e+01,1.465728827245539833e+03
3.200000000000000000e+01,4.190850558983563133e+03
3.300000000000000000e+01,3.569132790672905230e+03
3.400000000000000000e+01,1.224779189445304837e+03
3.500000000000000000e+01,4.151912998966043233e+03
3.600000000000000000e+01,1.629927335321031478e+03
3.700000000000000000e+01,2.505146384631371347e+03
3.800000000000000000e+01,1.104626197697788967e+02
3.900000000000000000e+01,1.165863352676909699e+03
4.000000000000000000e+01,6.249839633698517218e+02
4.100000000000000000e+01,2.577379548261999389e+03
4.200000000000000000e+01,1.460244995273917084e+03
4.300000000000000000e+01,3.358039847079691071e+02
4.400000000000000000e+01,3.343712476076455914e+03
4.500000000000000000e+01,4.619322674887414905e+03
4.600000000000000000e+01,3.610376933529059897e+03
4.700000000000000000e+01,6.939221052601907331e+02
4.800000000000000000e+01,1.334614281654661454e+02
4.900000000000000000e+01,3.494500125470327475e+03
5.000000000000000000e+01,2.617542827287988075e+03
5.100000000000000000e+01,2.619281708589576283e+03
5.200000000000000000e+01,1.877512129855101193e+03
5.300000000000000000e+01,1.588084994460830558e+03
5.400000000000000000e+01,3.342402246863886830e+03
5.500000000000000000e+01,1.441855271445124345e+03
5.600000000000000000e+01,3.196393227581613701e+03
5.700000000000000000e+01,3.074353099965225283e+03
5.800000000000000000e+01,2.731326342617542196e+03
5.900000000000000000e+01,2.710597910146255344e+03
6.000000000000000000e+01,7.731978657267379731e+02
6.100000000000000000e+01,2.488953557714662111e+03
6.200000000000000000e+01,9.605811870172858562e+02
6.300000000000000000e+01,1.512419943825341534e+03
6.400000000000000000e+01,2.742770215292234184e+02
6.500000000000000000e+01,4.830201627289388853e+03
6.600000000000000000e+01,4.470525780206864511e+03
6.700000000000000000e+01,3.316732551797418864e+02
6.800000000000000000e+01,3.100806520292831578e+02
6.900000000000000000e+01,3.566306580020798265e+03
7.000000000000000000e+01,3.302231188299438145e+03
7.100000000000000000e+01,3.901127930385275249e+03
7.200000000000000000e+01,8.608401430776247025e+02
7.300000000000000000e+01,4.249406543880457434e+02
7.400000000000000000e+01,1.970969021622499440e+03
7.500000000000000000e+01,4.873028924314544383e+03
7.600000000000000000e+01,4.724572173313746134e+03
7.700000000000000000e+01,1.618101195192823070e+03
7.800000000000000000e+01,4.700254341458559793e+03
7.900000000000000000e+01,4.735170319561520046e+03
8.000000000000000000e+01,2.652558832296985202e+03
8.100000000000000000e+01,3.025316455968795708e+03
8.200000000000000000e+01,4.476139420853070078e+03
8.300000000000000000e+01,2.034114520223059799e+03
8.400000000000000000e+01,3.288953746023085387e+03
8.500000000000000000e+01,4.594468141077148175e+03
8.600000000000000000e+01,2.445550282172094740e+03
8.700000000000000000e+01,4.441264234836497053e+03
8.800000000000000000e+01,2.503035221596186148e+03
8.900000000000000000e+01,8.615675794759303017e+02
9.000000000000000000e+01,3.353331259012014016e+03
9.100000000000000000e+01,4.999330066502639966e+03
9.200000000000000000e+01,1.374815175441497331e+03
9.300000000000000000e+01,2.109021935253524305e+02
